v	mu	x	xc	px	px_acc
2.87788	-0.46695	2537	136	0.000246496	0.000246496
0.00081181	-4.44331	941	178	0	0
3.13345	-0.490034	1125	1495	0.000348635	0.000348635
1.99955	-0.0342276	1391	1679	0.000368543	0.000368543
0.214565	2.84314	1826	106	0.00840158	0.00840158
3.04623	1.25646	58	174	0.0021115	0.0021115
0.796877	1.77953	460	130	0.00372239	0.00372239
2.989	2.09559	619	667	0.000326965	0.000326965
0.155057	-0.646976	6	39	0.0112323	0.0112323
1.52571	-1.56335	37	54	0.00929904	0.00929904
0.098564	2.94007	32	43	8.06845E-17	8.06845E-17
2.33441	-1.2841	104	239	0.00344137	0.00344137
0.711782	-1.51279	3	8	0.151284	0.151284
0.526466	4.20861	720	645	2.07622E-10	2.07622E-10
0.165527	-3.89518	306	15	2.28008E-51	2.28008E-51
2.35194	0.650128	364	312	0.00146793	0.00146793
0.479493	-0.777459	86	273	0.00748554	0.00748554
2.58714	1.23385	798	46	0.00341324	0.00341324
3.62166	-2.27863	29	451	0.00741537	0.00741537
3.84419	-2.46451	489	3016	0.00045802	0.00045802
3.95664	-2.4704	80	24	0.00197843	0.00197843
1.12608	-1.01345	1463	306	7.80955E-05	7.80955E-05
1.10762	4.50071	147	134	9.33039E-07	9.33039E-07
0.381931	-2.06994	64	9	3.06431E-09	3.06431E-09
2.53619	-2.91878	1620	5167	0.000110391	0.000110391
0.767259	0.0332606	102	39	0.00914639	0.00914639
0.802832	-3.85249	1957	3559	4.8464E-07	4.8464E-07
0.397303	-3.32726	36	1447	0.0146963	0.0146963
3.61552	3.76275	577	258	0.000351651	0.000351651
3.23633	-3.08511	48	12	0.00109432	0.00109432
1.44496	1.87424	739	596	0.000388475	0.000388475
0.235259	2.16668	141	1146	3.56887E-19	3.56887E-19
0.0283551	-2.94807	47	199	2.87758E-10	2.87758E-10
1.68924	-1.86067	47	14	0.00188049	0.00188049
0.897542	3.56152	2398	51	0.00794489	0.00794398
1.21606	-0.039093	8	158	0.0015834	0.0015834
0.304139	4.57552	932	1178	5.34256E-20	5.34256E-20
0.256596	4.46185	382	108	5.1802E-11	5.1802E-11
2.77447	-0.00161732	1310	1925	0.000299152	0.000299152
0.0364926	0.296943	44	39	0.0551318	0.0551318
2.38023	2.65814	4	4	0.034965	0.034965
3.06993	-0.621208	23	25	0.017914	0.017914
1.20437	-0.857989	37	6	0.00440491	0.00440491
0.577348	-2.36454	82	13	5.29974E-08	5.29974E-08
3.77667	-1.86573	41	14	0.0062509	0.0062509
0.307202	3.98499	2970	885	4.0704E-09	4.0704E-09
0.569335	-2.13409	491	671	0.000102717	0.000102717
0.812926	0.655001	3	25	0.00358363	0.00358363
3.43868	2.543	62	4	0.0542282	0.0542282
1.75262	3.06412	494	14	0.02005	0.02005
0.545732	-1.70887	231	9	1.95396E-10	1.95396E-10
1.38222	-1.86208	70	64	0.00260444	0.00260444
0.265322	-1.18265	31	151	0.0212628	0.0212628
1.92843	-1.58846	19	9	0.0118936	0.0118936
3.78596	0.372539	10	21	0.0251561	0.0251561
0.445801	-0.0832644	170	179	0.00675865	0.00675865
1.12009	4.2002	946	122	0.000450156	0.000450156
2.28684	-1.8334	153	42	0.000954243	0.000954243
0.665804	0.436061	192	1018	0.000111016	0.000111016
1.17021	-0.805086	636	8	1.02198E-06	1.02196E-06
0.0878689	-3.4623	880	1465	1.9168E-24	1.9168E-24
1.79537	-4.38348	17	244	0.00852283	0.00852283
0.370523	0.270018	50	52	0.0217435	0.0217435
0.727193	3.11343	14	144	2.44322E-10	2.44322E-10
3.98517	1.28245	2322	101	0.00133908	0.00133908
0.109182	-0.712033	96	30	3.23027E-07	3.23027E-07
3.83947	-3.77936	96	1468	0.00195679	0.00195679
1.82261	-0.808364	172	409	0.00243267	0.00243267
0.00221984	1.87755	7	40	6.56146E-28	6.56146E-28
0.299608	-3.68928	1704	372	7.88103E-23	7.88103E-23
0.440785	-1.24977	56	104	0.0105288	0.0105288
3.45207	-3.91539	62	100	0.00102579	0.00102579
0.0607303	-1.57869	174	466	0.000938906	0.000938906
0.20735	3.15561	44	53	6.00448E-12	6.00448E-12
2.74699	0.867149	191	476	0.000991	0.000991
0.99846	-2.86476	91	17	1.52429E-06	1.52429E-06
0.0664434	2.18694	3661	206	0.000266591	0.000266591
1.91254	0.231242	4	6	0.0980972	0.0980972
1.78226	-3.18887	2156	1609	1.08366E-05	1.08366E-05
1.50691	-4.55923	5	24	0.00672569	0.00672569
3.51614	-3.04739	38	537	0.00584611	0.00584611
1.89476	1.56243	780	114	0.0028066	0.0028066
2.50228	0.501623	124	931	0.000649047	0.000649047
0.412271	4.19263	50	12	5.03437E-05	5.03437E-05
0.713697	-1.39943	1160	2180	0.000412388	0.000412388
2.58373	-1.06178	52	585	0.0036153	0.0036153
0.297718	2.68939	1261	275	0.000340127	0.000340127
1.69549	2.3837	114	1840	1.1241E-06	1.1241E-06
0.823699	4.03956	966	6119	3.99417E-13	3.99417E-13
0.206147	0.344102	9	12	0.0732182	0.0732182
0.00292179	-4.53966	129	2	1.16938E-241	1.90955E-241
3.3116	0.308184	454	59	0.0026578	0.0026578
2.06331	1.83593	8	12	0.0179271	0.0179271
3.43598	0.0750376	174	2318	0.000472752	0.000472752
0.0993182	2.84708	126	3	0.0636241	0.0636241
1.06311	-4.31522	1546	89	1.81251E-13	1.81251E-13
1.30139	-3.91059	753	386	4.44088E-07	4.44088E-07
1.5317	3.47749	79	192	1.20945E-05	1.20945E-05
3.92791	-4.3414	33	184	0.00303154	0.00303154
0.667507	1.18053	117	38	0.0165645	0.0165645
3.61398	-1.69651	14	69	0.017801	0.017801
1.11132	-1.13509	38	1246	0.000864345	0.000864345
0.000904161	-1.82822	3882	2100	0	0
3.33365	1.10137	3	10	0.0410508	0.0410508
1.68308	0.27219	566	219	0.00169605	0.00169605
0.142537	0.40937	22	32	0.0157631	0.0157631
2.115	-0.904733	77	259	0.00449887	0.00449887
0.0163624	-1.72004	26	130	0.0671218	0.0671218
0.08038	-3.02838	227	85	4.17609E-39	4.17609E-39
1.49308	-4.37051	2	52	0.116119	0.116154
1.96018	0.730796	345	1053	0.000459377	0.000459377
2.52307	3.76636	15	5	0.0190695	0.0190695
0.0115588	-2.78308	399	222	5.59214E-138	5.59214E-138
0.3022	-4.28506	1735	197	1.3561E-32	1.3561E-32
0.0106652	1.51613	3	3	0.0652916	0.0652916
0.342978	-1.99153	1036	1445	2.08071E-05	2.08071E-05
2.72889	1.85411	175	189	0.00134289	0.00134289
0.0159099	-4.2496	13	42	2.13387E-12	2.17496E-12
0.740372	-2.57276	620	137	5.97521E-08	5.97521E-08
1.74764	-2.34414	376	285	0.000261876	0.000261876
0.162041	-0.280686	910	60	1.68631E-13	1.68631E-13
1.53165	0.474654	7	5	0.098814	0.098814
0.029926	1.20592	33	60	2.03691E-11	2.03691E-11
3.22742	4.08078	6	8	0.00406024	0.00406024
0.442453	-1.3983	2	14	0.177686	0.177686
2.59821	1.37055	41	10	0.0300132	0.0300132
0.000277156	-4.58443	29	135	4.76659E-27	4.76659E-27
0.418794	1.76274	12	83	5.40076E-08	5.40076E-08
0.214872	-1.94399	147	170	8.73099E-06	8.73099E-06
0.220709	3.16132	43	648	1.84965E-33	1.84965E-33
0.0901114	1.88349	111	899	3.20558E-37	3.20558E-37
1.00577	0.997756	1	10	0.0100518	0.0100518
0.141777	1.74627	7	10	0.000497118	0.000497118
3.34845	-1.51854	1659	71	0.000123705	0.000123705
0.925343	4.20504	499	79	0.000314691	0.000314691
1.23865	1.05833	25	8	0.0551218	0.0551218
0.277669	1.75353	12	94	6.22339E-11	6.22339E-11
1.52621	1.52578	31	43	0.00591838	0.00591838
3.56911	3.51923	21	939	5.92348E-06	5.92348E-06
0.908431	-0.407041	370	286	0.00203071	0.00203071
0.030422	-1.82891	2	34	0.0811257	0.0811257
0.36128	3.28017	92	115	1.25821E-09	1.25821E-09
0.00469136	-4.39574	6	416	0.0365836	0.149444
0.495875	-0.59191	38	8	0.00174793	0.00174793
2.53199	4.09673	91	959	8.31755E-07	8.31755E-07
0.347143	-1.3267	24	192	0.0140455	0.0140455
0.00230243	-1.70117	771	243	2.53059E-266	2.53059E-266
0.235213	-2.18055	29	635	0.00576776	0.00576776
2.0428	-3.8125	145	2026	0.00147274	0.00147274
1.33068	4.4426	185	37	0.000597372	0.000597372
0.185478	-3.51907	15	6	1.79701E-12	1.79701E-12
0.312801	4.30166	9	29	7.49001E-17	7.49001E-17
1.80844	1.28406	20	44	0.00665634	0.00665634
1.94756	-0.275971	22	51	0.0168372	0.0168372
2.29129	4.50172	340	1688	2.76499E-07	2.76499E-07
0.147704	1.05041	153	27	0.0111065	0.0111065
0.903966	-1.3205	42	34	0.00634553	0.00634553
0.350406	-3.45823	8	13	6.5579E-05	6.5579E-05
3.53537	-2.73121	22	10	0.00548269	0.00548269
3.9595	1.51742	482	102	0.00237748	0.00237748
1.19705	-2.22338	9	24	0.0305085	0.0305085
0.951494	-3.85984	144	1196	0.000654229	0.000654229
0.730534	3.22103	272	805	7.61317E-09	7.61317E-09
0.0112419	-0.995835	130	2067	2.72733E-40	2.72733E-40
0.355983	1.04477	5	16	0.0018868	0.0018868
1.91763	4.1681	2862	422	0.00020881	0.00020881
0.378426	-2.21897	414	1068	0.00026128	0.00026128
1.85833	-0.298522	119	128	0.00466137	0.00466137
0.532717	-1.09878	1056	307	1.42549E-05	1.42549E-05
0.116207	-0.0889272	26	115	9.52661E-05	9.52661E-05
0.115996	-1.7565	7	33	0.12005	0.12005
3.60923	-4.12891	120	324	0.000617267	0.000617267
0.0246689	1.63662	63	104	2.85126E-22	2.85126E-22
2.23188	0.84028	72	3	0.026007	0.026007
3.15036	1.88997	12	103	0.00159112	0.00159112
3.26572	-3.64786	330	22	2.29927E-05	2.29927E-05
1.66494	-1.44036	834	60	3.90689E-05	3.90689E-05
0.0683093	2.97567	74	18	2.69578E-05	2.69578E-05
2.77439	0.998077	111	123	0.00329344	0.00329344
3.15214	-4.19614	205	134	9.45802E-05	9.45802E-05
0.286884	-1.19738	1250	5163	0.000678603	0.000678603
0.04386	1.84362	60	1572	2.12929E-103	2.12929E-103
0.0074209	-3.09206	491	819	5.96057E-134	5.96057E-134
1.55162	2.34646	3374	81	0.00217858	0.00217656
3.59841	-4.53151	81	170	0.0005266	0.0005266
2.63386	-1.07736	133	52	0.00303359	0.00303359
7.60392E-06	-3.70066	186	203	3.07756E-188	3.07756E-188
0.713806	4.38424	13	695	7.49564E-22	7.49564E-22
2.72059	-1.09252	1395	105	0.000206124	0.000206124
0.00114566	0.664322	82	80	2.55644E-05	2.55644E-05
1.59232	2.07066	485	4387	2.35523E-06	2.35523E-06
3.75154	-0.94714	1366	1205	0.000275941	0.000275941
2.91545	-2.34047	2	52	0.0916299	0.0916364
0.992849	2.731	21	82	7.52889E-06	7.52889E-06
3.92968	-0.794958	158	352	0.00184328	0.00184328
0.100471	1.05018	1	24	2.50129E-09	2.50129E-09
1.02416	0.170006	13	4	0.0725519	0.0725519
0.0304359	0.540312	361	109	0.000131047	0.000131047
0.366719	-1.9701	51	1162	0.00227258	0.00227258
2.48113E-05	-1.57494	4	10	0.131972	0.131972
0.363866	-0.260255	40	14	0.00824644	0.00824644
2.8506	0.0175415	1160	339	0.000695404	0.000695404
0.497931	-1.41938	26	6	0.000178053	0.000178053
0.331455	-4.05073	417	10	4.36771E-35	4.36771E-35
0.500857	2.51803	1134	45	0.00777283	0.00777283
3.48506	1.03697	2	1	0.253205	0.253202
2.06942	-4.04246	71	35	5.52143E-05	5.52143E-05
0.600309	-3.89285	191	315	3.3931E-07	3.3931E-07
0.520034	-0.363564	885	2174	0.000667158	0.000667158
0.316551	1.66063	138	25	0.0310534	0.0310534
0.0661726	-4.01454	6	48	0.000717268	0.000717264
0.691402	-2.07439	313	15	7.855E-10	7.855E-10
1.5675	0.00576144	641	228	0.00135048	0.00135048
0.724839	-3.63974	6085	410	1.23894E-15	1.23896E-15
0.0180755	-2.68481	24	3	3.84932E-24	3.84932E-24
2.19881	3.52436	872	2011	5.88028E-06	5.88028E-06
2.53196	-2.97629	55	428	0.00434595	0.00434595
2.30302	0.261195	145	7949	4.06654E-05	3.57063E-05
0.485336	0.6785	146	54	0.012795	0.012795
1.97859	3.13824	100	386	2.24021E-05	2.24021E-05
0.319319	-1.96923	32	38	0.000527522	0.000527522
0.80311	1.99434	58	1245	1.26463E-09	1.26463E-09
0.128597	2.49724	4	6	0.000136113	0.000136113
1.55578	-4.50876	87	149	3.89276E-05	3.89276E-05
1.94045	-1.65445	22	37	0.0148768	0.0148768
0.155093	2.99642	6	44	2.22241E-21	2.22241E-21
0.185538	-1.72469	33	3	6.63151E-11	6.63151E-11
2.7431	0.0802635	48	2177	0.000323981	0.000324004
2.78618	-2.80445	232	10	4.85443E-05	4.85443E-05
0.0658585	1.2257	230	106	0.0055104	0.0055104
0.0492116	-0.858109	16	5	7.99331E-05	7.99331E-05
0.11459	1.88973	2	5	0.0013872	0.0013872
1.75972	-2.02974	2	15	0.144182	0.144183
0.415354	3.84913	435	2773	2.09972E-20	2.09972E-20
3.20584	-3.97118	3	1	0.0110509	0.0110509
0.0255881	2.42754	89	12	0.0552015	0.0552015
3.45976	-1.17449	171	2026	0.00106476	0.00106476
1.6222	-2.84189	12	2	0.000719132	0.000719132
2.9038	0.0903838	287	11	0.00388295	0.00388295
1.29319	-2.56335	152	248	0.000713995	0.000713995
2.95221	1.18344	44	501	0.000628038	0.000628038
2.33452	3.66087	6	132	3.88012E-06	3.88012E-06
0.674585	-1.47209	65	4	2.52477E-06	2.52477E-06
2.40101	4.18304	1244	327	0.000184469	0.000184469
1.58733	0.928014	24	3	0.0700596	0.0700596
1.01948	0.610493	156	137	0.00481254	0.00481254
2.46984	2.58837	4162	581	0.000460636	0.000460636
0.284052	-2.95426	5	80	0.116815	0.116815
1.58962	2.38087	84	65	0.00212561	0.00212561
0.424375	-2.61427	2362	215	6.03884E-16	6.03884E-16
2.74572	1.72265	423	589	0.000453743	0.000453743
2.8668	-0.305123	1134	874	0.000451311	0.000451311
0.019669	3.83372	15	88	2.71439E-101	2.71439E-101
0.330391	1.62271	360	4610	9.28511E-15	9.28511E-15
0.0345276	-1.8771	507	1584	3.58864E-06	3.58864E-06
3.34832	-1.3947	133	3	0.00146608	0.00146608
3.44135	-4.11007	2842	710	4.69801E-06	4.69801E-06
0.208528	1.67326	31	1142	4.5933E-28	4.5933E-28
0.210192	-2.06344	5	13	0.0513096	0.0513096
0.0377949	0.0153397	3669	2042	2.2662E-05	2.2662E-05
1.38746	2.3456	74	180	0.000154182	0.000154182
0.736505	0.430991	127	13	0.00431761	0.00431761
3.70877	0.613015	226	1164	0.000551991	0.000551991
2.93603	4.09471	299	157	0.000299795	0.000299795
1.06376	0.087373	22	264	0.000907798	0.000907798
0.953294	-3.99185	5	2	9.60563E-05	9.60563E-05
0.21792	-2.47896	1095	25	2.04341E-36	2.04341E-36
3.07031	-4.17056	331	219	5.67737E-05	5.67737E-05
0.00151195	2.12381	197	82	4.27596E-17	4.27596E-17
2.12193	-2.02891	63	104	0.00403898	0.00403898
1.82994	-1.43771	253	134	0.00104249	0.00104249
0.640497	-0.884153	10	20	0.0658517	0.0658517
0.000334859	-3.66678	49	254	4.693E-25	4.693E-25
2.56778	1.14563	36	51	0.00761154	0.00761154
0.00068028	-3.20434	406	32	0	0
2.50822	-2.55195	4	143	0.0485994	0.0485994
1.07128	-2.86113	227	71	4.12671E-06	4.12671E-06
2.05008	0.653812	37	1162	0.000131496	0.000131496
3.42653	-1.14843	29	13	0.0136395	0.0136395
3.89463	1.16661	9	21	0.0187716	0.0187716
2.82694	2.81542	27	9	0.0213181	0.0213181
1.93071	-0.774988	25	192	0.00847093	0.00847093
0.0293455	-0.240016	95	77	0.00595279	0.00595279
0.128381	-0.224278	231	104	0.000367474	0.000367474
0.490306	1.60144	706	92	0.00569722	0.00569722
3.71648	0.328422	96	11	0.0130337	0.0130337
0.0611232	3.17478	60	117	4.31464E-40	4.31464E-40
0.312992	-0.00646027	387	60	6.58997E-05	6.58997E-05
0.123953	-4.4228	56	901	1.85952E-06	1.85952E-06
3.04577	-0.700093	2	3	0.164093	0.164093
2.42204	-1.06808	878	38	0.000184387	0.000184387
3.60127	-0.876433	33	103	0.00827995	0.00827995
0.0899699	-1.18967	1638	1444	1.30872E-07	1.30872E-07
1.68193	1.55398	1225	88	0.00263809	0.00263809
0.019425	-2.14597	250	63	3.90233E-79	3.90233E-79
0.7501	0.813979	35	231	0.000134583	0.000134583
0.0253496	-3.96468	75	50	3.3568E-69	3.3568E-69
0.490139	2.43849	86	359	2.84087E-09	2.84087E-09
0.525628	0.457927	46	91	0.00539801	0.00539801
1.074	1.81911	293	68	0.00653323	0.00653323
0.0483306	2.36883	450	28	0.0183266	0.0183266
0.414185	-1.63595	92	8	6.92127E-09	6.92127E-09
0.0318245	-4.27603	216	1016	4.38573E-45	4.38573E-45
0.0209012	0.271677	11	794	2.80905E-83	2.80905E-83
1.34616	-1.15941	14	220	0.0100133	0.0100133
0.460944	-3.95848	250	9	2.56613E-23	2.56613E-23
0.0175163	-0.223235	24	25	0.0871338	0.0871338
0.0252385	0.458802	14	9	0.157865	0.157865
3.04721	-4.39012	527	953	6.3323E-05	6.3323E-05
0.577806	-2.1515	1234	6695	0.000419177	0.000419177
0.00520289	1.03996	378	43	7.44169E-13	7.44169E-13
3.44223	-3.87511	93	483	0.00134585	0.00134585
3.87293	3.53241	106	129	0.000581632	0.000581632
0.649332	1.80151	489	496	0.000160802	0.000160802
0.000828355	3.43855	66	32	4.854E-24	4.854E-24
0.103731	-0.0217513	295	20	5.13391E-13	5.13391E-13
0.167785	4.1922	14	419	5.77909E-61	5.77909E-61
2.88778	3.54403	83	287	7.00489E-05	7.00489E-05
2.20802	4.41756	84	92	6.38467E-05	6.38467E-05
0.568012	4.1339	10	81	7.19207E-15	7.19207E-15
0.0263786	-3.01768	2493	613	4.87998E-153	4.87998E-153
0.0317237	-0.600699	41	115	0.0118042	0.0118042
2.87478	-0.258435	294	10	0.00243927	0.00243927
3.59928	1.81094	50	10	0.0247187	0.0247187
3.55579	-0.32291	70	1082	0.00141248	0.00141248
3.40669	-4.50623	190	377	0.000201788	0.000201788
1.60856	2.84339	367	331	0.000176363	0.000176363
2.45823	-3.92121	59	1425	0.00402	0.00402
0.322446	-0.73542	15	2	0.00101558	0.00101558
0.0196197	1.7319	487	80	0.0287468	0.0287468
0.0496313	2.50024	16	612	1.87297E-104	1.87297E-104
1.06034	-0.540297	807	4164	0.000323589	0.000323589
3.95487	0.101182	5	9	0.0562826	0.0562826
0.34935	-0.443624	3	74	0.000199111	0.000199111
2.80191	1.425	1247	42	0.00292455	0.00292455
1.30974	-4.56842	485	993	3.76178E-06	3.76178E-06
2.45777	3.41271	676	127	0.00128845	0.00128845
3.85987	-1.53618	30	24	0.0101595	0.0101595
0.694187	0.404533	38	55	0.0137078	0.0137078
0.151989	-2.79257	38	28	9.22429E-12	9.22429E-12
2.88646	0.399557	178	1637	0.000445678	0.000445678
1.36989	-4.12604	7	4	0.000212458	0.000212458
1.26575	3.45648	30	160	5.45095E-07	5.45095E-07
1.34853	0.785768	1189	455	0.00103098	0.00103098
2.32973	1.04189	276	297	0.00139796	0.00139796
2.27205	3.02314	77	533	1.79552E-05	1.79552E-05
0.953786	2.3588	678	353	0.000384819	0.000384819
0.508579	-1.94052	9	42	0.0602964	0.0602964
2.40429	3.76841	65	782	1.29529E-06	1.29529E-06
1.23144	2.79855	573	336	0.000213025	0.000213025
0.140208	2.82959	3	31	3.23257E-19	3.23257E-19
0.430771	-2.15698	697	14	1.40201E-18	1.40201E-18
3.49061	4.54688	66	1509	7.43513E-07	7.43513E-07
0.284903	1.32416	2	25	7.44713E-07	7.44713E-07
0.290379	-2.61108	2	42	0.187713	0.187713
0.388957	3.70373	239	58	2.37447E-05	2.37447E-05
0.888686	-2.68563	9	3	0.000490112	0.000490112
3.869	4.54215	8	10	0.00274719	0.00274719
0.133986	1.43718	2130	4929	3.2215E-12	3.2215E-12
2.44642	1.45093	2784	155	0.00113661	0.00113661
3.58986	4.20186	8102	6947	5.74553E-06	5.74553E-06
0.145928	-1.94813	84	409	0.00952634	0.00952634
3.64019	-0.367627	7	28	0.0313377	0.0313377
1.65057	0.093006	2569	262	0.000305569	0.000305569
1.18327	-1.10741	68	1116	0.0017093	0.0017093
0.000477628	-0.566453	618	83	3.32928E-180	3.32928E-180
0.253111	2.52372	576	264	1.2239E-05	1.2239E-05
1.22297	-2.85035	1089	2013	6.62519E-05	6.62519E-05
1.36223	2.09184	40	26	0.00812249	0.00812249
1.39007	4.13715	721	221	8.78363E-05	8.78363E-05
3.39642	-0.76682	70	158	0.00444724	0.00444724
0.621678	-4.20863	55	2	1.37572E-15	1.37572E-15
3.1477	2.43419	700	1398	0.000102138	0.000102138
0.869878	-1.97784	85	118	0.00186104	0.00186104
1.20691	-3.38264	144	355	0.000282939	0.000282939
2.46805	-3.67498	84	296	0.00120019	0.00120019
0.963847	-4.46368	150	3009	0.000942838	0.000942838
1.80488	-0.222634	1961	42	7.6146E-05	7.61453E-05
0.217033	3.46036	370	10	0.0683559	0.0683559
3.33917	0.843232	229	42	0.00548483	0.00548483
0.14143	0.411636	17	19	0.0512325	0.0512325
0.0392523	1.45952	97	56	0.000107111	0.000107111
0.73729	3.55466	469	75	0.00100619	0.00100619
1.44422	3.30183	81	260	5.67391E-06	5.67391E-06
0.671158	-4.08451	12	4	8.80595E-08	8.80595E-08
3.89582	1.69181	85	689	0.000424858	0.000424858
0.0366088	-1.91158	2	2	0.0779447	0.0779447
0.411286	3.27497	4629	3298	9.20037E-09	9.20037E-09
0.744931	-2.26815	2	1	0.0492192	0.0492192
0.242947	-0.0598504	69	8	8.17729E-05	8.17729E-05
1.441	-2.83239	358	17	1.78206E-07	1.78206E-07
1.54291	-4.22536	91	9	7.73604E-08	7.73604E-08
0.384835	2.70615	6905	204	0.00135185	0.00136679
0.600415	-0.530889	527	215	0.000623888	0.000623888
0.266626	-2.1932	1431	55	2.1811E-25	2.1811E-25
1.27678	1.67797	12	8	0.0401951	0.0401951
3.77431	3.52748	521	2124	1.9559E-05	1.9559E-05
0.270676	-4.07416	215	20	4.89431E-31	4.89431E-31
0.812513	-2.47631	58	62	0.00046907	0.00046907
0.27553	-2.62685	11	122	0.0613121	0.0613121
2.48482	-2.08471	194	537	0.00141242	0.00141242
2.43042	-1.66302	1660	394	0.000111189	0.000111189
3.09294	2.93192	96	568	7.6982E-05	7.6982E-05
0.028838	4.23863	33	63	2.41573E-69	2.41573E-69
0.130765	1.76747	116	399	1.60804E-16	1.60804E-16
3.5372	0.513657	22	60	0.00943079	0.00943079
3.75528	2.94459	46	72	0.00159419	0.00159419
0.483494	-0.255136	360	3014	4.87347E-05	4.87347E-05
0.300509	-0.618819	74	8	3.88472E-06	3.88472E-06
0.0425796	-0.437176	53	145	0.00346934	0.00346934
1.63372	-4.23052	469	205	8.93748E-07	8.93748E-07
0.0104527	-1.814	6	22	0.103452	0.103452
0.126523	0.239579	5	7	0.136349	0.136349
0.541131	3.16999	7	29	1.6351E-08	1.6351E-08
0.0694124	-0.717751	3843	154	2.66462E-47	2.66461E-47
0.122937	1.96266	63	118	2.74517E-12	2.74517E-12
0.228823	-4.02479	130	16	5.5304E-31	5.5304E-31
0.236006	0.848964	149	652	1.01068E-07	1.01068E-07
0.197286	1.52569	74	61	0.00050987	0.00050987
2.47172	0.067366	74	799	0.00111419	0.00111419
0.126951	2.94206	283	58	4.66994E-05	4.66994E-05
3.33689	1.73386	7	55	0.00410032	0.00410032
0.656868	-1.38675	154	476	0.00400083	0.00400083
2.53342	1.58537	1372	9445	1.82787E-05	1.82786E-05
0.224463	-1.31105	51	242	0.0167033	0.0167033
0.488301	-4.45764	7	50	0.00106046	0.00106046
0.0340678	4.54474	27	1088	4.69468E-295	4.69468E-295
1.39307	1.21539	1933	4322	5.85207E-05	5.85207E-05
1.77015	2.73443	230	118	0.00115875	0.00115875
2.18285	-3.54006	298	868	0.000301524	0.000301524
3.40742	-2.81102	1896	38	7.84633E-06	7.84585E-06
0.0701643	-2.14728	220	125	6.61267E-22	6.61267E-22
0.701526	4.47889	11	74	2.35654E-13	2.35654E-13
0.00325032	-3.00464	196	12	2.88644E-218	2.88644E-218
0.116158	-4.39608	14	4	1.69498E-19	1.69498E-19
2.69466	-1.23695	393	138	0.000903969	0.000903969
0.0822753	-2.29364	77	5	1.24256E-31	1.24256E-31
3.96577	4.37441	58	10	0.010281	0.010281
1.37859	2.13797	348	54	0.00703101	0.00703101
1.24693	1.49365	30	1781	5.87114E-08	5.87204E-08
3.40366	2.224	310	2625	4.77959E-05	4.77959E-05
0.938054	-3.57689	16	329	0.0227324	0.0227324
2.99921	2.39078	855	2507	4.87526E-05	4.87526E-05
0.0447648	0.44675	25	1	0.000169286	0.000169286
3.1092	-0.940471	9	3	0.0492396	0.0492396
1.04484	1.86227	82	3997	7.57341E-10	7.60166E-10
1.72924	1.78954	7	14	0.012056	0.012056
1.68379	0.251444	4	2	0.176543	0.176543
1.52637	-2.45534	108	228	0.00170571	0.00170571
1.99855	-1.92104	2592	191	9.44158E-06	9.44158E-06
0.660093	-1.32219	42	76	0.0121277	0.0121277
3.43759	-2.56049	8	54	0.0287497	0.0287497
1.79682	1.00543	190	344	0.00119355	0.00119355
0.0811346	-0.0197169	52	2929	1.79169E-38	1.79157E-38
1.78204	-4.18752	248	111	3.73553E-06	3.73553E-06
1.54534	-4.20253	433	15	3.56902E-10	3.56902E-10
1.39456	-3.54746	987	1052	8.59925E-06	8.59925E-06
2.22002	2.74967	1322	46	0.00550193	0.00550193
0.657786	1.61095	159	8	0.016022	0.016022
2.71838	-0.093506	98	742	0.00140464	0.00140464
0.275753	4.36426	1485	2428	2.62181E-22	2.62181E-22
3.81285	-0.479863	112	30	0.00561609	0.00561609
1.67962	-2.66989	135	42	0.000126342	0.000126342
0.27844	-3.10537	62	306	0.000322052	0.000322052
2.23827	-0.0124862	1	106	0.00362892	0.00363031
0.453705	3.68905	15	5	0.00208648	0.00208648
2.42418	2.36743	10	133	0.000192487	0.000192487
0.0197423	3.00872	92	495	2.75018E-165	2.75018E-165
0.00677451	-3.64454	17	43	2.25356E-13	2.26034E-13
2.0405	-2.77012	25	863	0.00979275	0.00979275
1.72765	-4.39588	1	7	0.1261	0.125698
0.20355	2.30625	35	3	0.180205	0.180205
0.77807	-3.13313	47	230	0.00262487	0.00262487
0.273266	-3.70964	183	8	1.21396E-30	1.21396E-30
0.10921	-0.38967	28	7	0.000271141	0.000271141
1.39021	3.16116	361	175	0.000343339	0.000343339
0.325784	3.38301	159	12	0.0274667	0.0274667
3.51847	1.28278	3	9	0.0408249	0.0408249
0.397327	3.8261	222	198	2.66552E-10	2.66552E-10
1.40575	4.44166	436	890	9.20087E-08	9.20087E-08
1.92014	2.57356	150	1781	2.77431E-06	2.77431E-06
0.0272899	-3.28856	26	288	0.00041545	0.00041545
0.00694883	2.91623	59	126	1.74109E-96	1.74109E-96
0.310255	-4.50836	101	18	2.32171E-25	2.32171E-25
3.36995	3.21074	63	46	0.0023801	0.0023801
3.44507	2.04622	1437	254	0.000981204	0.000981204
0.288969	-0.681812	197	7	8.40238E-11	8.40238E-11
0.0430373	4.54103	2	2	0.000722206	0.000709199
0.0859922	1.19403	26	182	9.37949E-20	9.37949E-20
3.75973	-2.29538	4	5	0.0531544	0.0531544
0.799993	-0.679835	20	52	0.0282048	0.0282048
2.31679	2.36088	587	50	0.00564685	0.00564685
0.0903339	1.99967	23	42	1.83784E-11	1.83784E-11
